code,name,type,address,postcode,fax,tel1,telservice,tel24,hasImport,email,callcenter,blacklist,lng,lat,星级数量,星级级别,信用积分,点评数,推荐率,推荐数,服务态度,服务同城,服务水平,办事效率,办事同城,办事水平,专业技能,专业同城,专业水平,诚信可靠,诚信同城,诚信水平,好评率,好评数,差评率,差评数
2830113,乌鲁木齐市融兴行汽车销售服务有限公司,4S店,新疆乌鲁木齐市头屯河区中枢北路1111号（汇京汽车城）,830000,0991-3962559,/,/,/,0991-3962559,zhouxun@huijinggroup.com,/,0991-3962559,87.435014,43.893842,1,1,2,5,80,4,/,/,空,/,/,空,/,/,空,/,/,空,80,4,20,1
2830107,新疆申华汽车销售服务有限责任公司,4S店,新疆乌鲁木齐市米东区永顺街1879号,831400,0991-3383922,/,0991-3672888,0991-3672666,0991-3383922,SVW2716@163.COM,0991-3672666,0991-3383922,87.628686,43.954102,3,1,298,323,97.52,315,/,/,空,/,/,空,/,/,空,/,/,空,93.49,302,.61,2
2830109,新疆政辉贸易有限公司,4S店,新疆乌鲁木齐市天山区中环路200号附一号,830000,0991-2693955,/,0991-2692999,0991-2692966,0991-2693955,xjzhenghui@126.com,0991-2692966,0991-2693955,87.652158,43.780774,1,1,71,86,93.02,80,/,/,空,/,/,空,/,/,空,/,/,空,84.88,73,1.16,1
3831501,阿勒泰丰华商贸有限公司,直营店,新疆阿勒泰地区北屯市西北路污水厂斜对面,836000,090-63906569,/,090-63906866,090-63906766,090-63906569,ljx180@sina.com,090-63906766,090-63906569,87.817646,47.363622,1,1,3,3,66.66,2,/,/,空,/,/,空,/,/,空,/,/,空,100,3,0,0
3831201,新疆协力汽车销售服务有限公司,直营店,新疆博乐市团结路107号,833400,0909-2282933,/,0909-2288388,0909-2282933,0909-2282933,blxlly@126.com,0909-2282933,0909-2282933,82.085379,44.902317,1,1,3,3,100,3,/,/,空,/,/,空,/,/,空,/,/,空,100,3,0,0
2850102,西藏鸿瑞汽车贸易有限公司,4S店,西藏拉萨市城关区罗布林卡路23号,850000,0891-6839321,/,0891-6833943,0891-6822250,0891-6839321,xzhrywb@163.com,0891-6822250,0891-6839321,91.106244,29.655939,1,1,3,3,100,3,/,/,空,/,/,空,/,/,空,/,/,空,100,3,0,0
2850104,西藏庞大冀盛汽车销售有限公司,4S店,西藏拉萨市城关区经济技术开发区博达路11号,854000,0891-6152929,/,0891-6150288,0891-6150059,0891-6152929,xzpdjs2850104@163.com,0891-6150059,0891-6152929,91.015761,29.641728,1,1,7,9,88.88,8,/,/,空,/,/,空,/,/,空,/,/,空,77.77,7,0,0
3650101,安宁安大汽车销售服务有限公司,直营店,云南省昆明市安宁市安温公路12号,650300,0871-68684300,/,0871-68678822,0871-68633033,0871-68684300,ymanad@163.com,0871-68633033,0871-68684300,102.499452,24.935033,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3650103,昆明正众汽车销售服务有限公司,专营店,云南省昆明市禄劝彝族苗族自治县禄武路2公里处,651500,/,/,0871-68901879,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3650102,宜良楠博汽车销售有限公司,专营店,云南省昆明市宜良县匡远街道办汇东路段官村,650228,/,/,0871-67524237,0871-67524237,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
6650102,云南众锐汽车服务有限公司车立方城市卖场,汽车城销售店,云南省昆明市官渡区世纪金源时代购物中心车立方A09号门B区B51,650000,0871-67329228,/,0871-67329228,/,0871-67329228,ynzr2010@vip.163.com,0871-63844777,0871-67329228,0,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2650111,云南众锐汽车服务有限公司,4S店,云南省昆明市经开区出口加工区,650000,0871-63584764,/,0871-68191678,0871-68191678,0871-63584764,ynzr2010@vip.163.com,0871-63844777,0871-63584764,102.813117,24.970021,5,1,590,661,97.27,643,9.83,.17,上,9.75,.74,上,9.83,3.07,上,10,4.81,上,91.07,602,.9,6
6650103,云南中致远汽车销售集团有限公司世博汽车市场城市销售店,汽车城销售店,云南省昆明市盘龙区白龙路429号世博车市7号展厅,650228,0871-65012369,/,0871-65012369,0871-65012369,0871-65012369,154516821@qq.com,0871-65012369,0871-65012369,0,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
6650104,云南英茂商务有限公司汽车第三经营部,汽车城销售店,云南省昆明市北区白龙路429号云南世博汽车市场内,650224,0871-65016396,/,0871-65016396,0871-65016396,0871-65016396,ymswsvw@163.com,0871-65738338,0871-65016396,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2650106,云南英茂商务有限公司,4S店,云南省昆明市盘龙区呼马山东三环路西侧,650224,0871-63837393,/,0871-65738115,0871-65738338,0871-63837393,ymswsvw@163.com,0871-65738338,0871-63837393,102.74657,25.091158,5,2,1720,1837,98.58,1811,9.6,2.2,下,9.6,.8,下,8.8,7.75,下,9.6,.62,上,94.28,1732,.32,6
2650115,云南众锐金泉汽车销售有限公司,4S店,云南省昆明市盘龙区北京路延长线金泉汽车广场A1区7-8号,650224,0871-65654847,/,0871-65098770,0871-65891617,0871-65654847,zrjqsvw@vip.163.com,0871-65891617,0871-65654847,102.732075,25.078136,4,1,357,385,98.44,379,/,/,空,/,/,空,/,/,空,/,/,空,94.8,365,1.03,4
2650100,云南中致远汽车销售集团有限公司,4S店,云南省昆明市西山区广福路229号,650228,0871-64604555,/,0871-64585111,0871-64586060,0871-64604555,s10608@vip.sina.com,0871-64586060,0871-64604555,102.685356,25.003976,5,1,452,618,93.2,576,9.63,1.83,下,9.45,2.31,下,9.09,4.7,下,8.81,7.56,下,79.61,492,3.23,20
2650113,云南中致远合众汽车销售服务有限公司,4S店,云南省昆明市西山区宏业路213号,650000,0871-64604555,/,/,/,0871-64604555,sywang75@126.com,/,0871-64604555,102.63319,25.013453,1,1,7,13,84.61,11,/,/,空,/,/,空,/,/,空,/,/,空,69.23,9,7.69,1
2650116,昆明众合盛商贸有限责任公司,4S店,云南省昆明市西山区老海埂路200号  ,650000,0871-64667331,重新入网2650101,/,/,0871-64667331,SVW2136@188.COM,/,0871-64667331,102.70835,25.01284,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2650110,云南英茂悦众汽车贸易有限公司,4S店,云南省昆明市高新区科高路新光巷,650000,0871-68255760,/,0871-68315088,0871-68315788,0871-68255760,ymyzsvw@163.com,0871-68315788,0871-68255760,102.66739,25.079843,3,2,1004,1111,98.19,1091,9.94,1.3,上,9.77,1.02,上,9.72,1.9,上,9.66,1.32,上,91.26,1014,.45,5
3650202,云南曲靖麒麟物资有限公司会泽分公司,直营店,云南省曲靖市会泽县金钟镇钟屏路东段,654200,0874-5615667,/,0874-5123111,0874-5685032,0874-5615667,qlwzhzfgs@163.com,0874-5685032,0874-5615667,103.337852,26.428228,1,1,4,4,100,4,/,/,空,/,/,空,/,/,空,/,/,空,100,4,0,0
6650201,曲靖麒麟物资子午路城市快修店,城市快修店,云南省曲靖市子午路中段,655300,0874-3217555,/,0874-3016016,0874-3212789,0874-3217555,svw2112@vip.163.com,0874-3211998,0874-3217555,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2650206,曲靖英茂靖丰汽车销售服务有限公司,4S店,云南省曲靖市麒麟区珠江源大道与建宁东路交汇处,655000,0874-8878338,重新入网2650203,/,/,0874-8878338,ymjf0701@126.com,/,0874-8878338,103.820667,25.52403,1,1,3,4,75,3,/,/,空,/,/,空,/,/,空,/,/,空,75,3,0,0
3650203,曲靖东升汽车贸易有限公司罗平分公司,专营店,云南省曲靖市学田路与324国道交叉口（红江综合服务区）,655800,0874-8229033,/,0874-8229333,18008746959,0874-8229033,36106102@qq.com,0874-8229333,0874-8229033,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3650204,曲靖东和商贸有限公司,专营店,云南省曲靖市陆良县工业园青山片区,655000,0874-6036152,/,0874-6036333,0874-6306777,0874-6036152,/,0874-6306777,0874-6036152,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2650200,云南曲靖麒麟物资（集团）物泰汽车销售有限公司,4S店,云南省曲靖市沾益县龙华大道377号,655300,0874-3217555,/,0874-3016016,0874-3016199,0874-3217555,qlwzsvw@163.com,0874-3016198,0874-3217555,103.808337,25.573488,4,1,363,379,98.94,375,10,1.87,上,10,3.32,上,10,4.81,上,10,4.81,上,95.77,363,0,0
3650201,云南曲靖麒麟物资有限公司宣威分公司,直营店,云南省宣威市环东路,655000,0874-7169369,/,0874-7170099,0874-7170033,0874-7169369,svwxw@163.com,0874-7170033,0874-7169369,104.132634,26.22808,1,1,3,4,100,4,/,/,空,/,/,空,/,/,空,/,/,空,75,3,0,0
3651003,红河天鸿弥勒销售店,专营店,云南省弥勒市弥师路与吉山北路交叉口处,652399,0873-6268799,/,0873-6268799,0873-6195177,0873-6268799,/,0873-6195177,0873-6268799,0,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3651301,大理春风南涧销售店,专营店,云南省大理白族自治州南涧县城中兴路延长段,671000,0872-2326500,/,0872-2328800,0872-2326611,0872-2326500,SVW2107@VIP.163.COM,0872-2326600,0872-2326500,0,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2651301,大理春风汽车贸易服务有限公司,4S店,云南省大理白族自治州大理市经济开发区苍山大道东端南侧,671000,0872-2326500,/,0872-2328800,0872-2326600,0872-2326500,svw2107@vip.163.com,0872-2326600,0872-2326500,100.267645,25.603207,1,2,710,826,94.91,784,9.64,1.76,下,9.5,1.84,下,9.71,1.82,上,9.64,1.07,上,88.37,730,1.21,10
2651302,大理英茂悦通汽车贸易服务有限公司,4S店,云南省大理州大理市关宾路以北、波罗江以西,671000,0872-3065222,/,/,/,0872-3065222,svw2132@vip.163.com,/,0872-3065222,100.32986,25.49557,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3650802,丽江锦锐汽车服务有限公司永胜分公司,专营店,云南省丽江市永胜县永北镇,674200,0888-5353233,/,0888-6522997,0888-5301555,0888-5353233,ljjrsvw@126.com,0888-5301999,0888-5353233,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2650800,丽江锦锐汽车服务有限公司,4S店,云南省丽江市玉龙纳西族自治县和风路与玉泽东路交叉口,674100,0888-5353233,/,0888-5301555,0888-5301999,0888-5353233,ljjrsvw@126.com,0888-5301999,0888-5353233,100.234844,26.853339,4,1,329,377,96.02,362,10,1.87,上,10,3.32,上,10,4.81,上,10,4.81,上,88.32,333,.53,2
3651601,丽江锦锐汽车服务有限公司香格里拉市分公司,专营店,云南省迪庆藏族自治州香格里拉县,674400,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3651501,保山英茂悦驰汽车销售服务有限公司怒江专营店,专营店,*,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3650503,景东鸿运车市,专营店,云南省普洱市景东县九龙路汇丰宾馆旁,676299,0879-6223390,/,0879-6223390,0879-6235367,0879-6223390,/,0879-6235367,0879-6223390,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2650500,普洱鸿达博众汽车销售有限公司,4S店,云南省普洱市思茅区北部新区银生路与环城路路口,665000,0879-2185925,/,0879-2185111,0879-2185333,0879-2185925,smhd20110805@126.com,0879-2185333,0879-2185925,100.967621,22.821414,1,1,92,109,96.33,105,10,/,空,10,/,空,10,/,空,10,/,空,84.4,92,0,0
3650401,昭通华路汽车贸易有限公司镇雄分公司,专营店,云南省昭通市镇雄县乌峰镇南翔路下段西侧,657200,0870-3129198,/,0870-3129198,1309996250,0870-3129198,/,0870-8895050,0870-3129198,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2650401,昭通华路汽车贸易有限公司,4S店,云南省昭通市昭阳区凤凰办事处荷花社区8组,657000,0870-2122990,/,0870-2122000,0870-2220555,0870-2122990,HLHR2012@163.com,0870-2220555,0870-2122990,103.713158,27.317091,2,2,827,954,95.7,913,9.57,2.41,下,9.63,.48,下,9.63,.95,上,9.57,.4,上,88.78,847,1.04,10
2650700,保山英茂悦驰汽车销售服务有限公司,4S店,云南省保山市隆阳区惠通路下村工业园区内（上海大众4S店）,678000,0875-2811555,/,0875-2145666,0875-2147666,0875-2811555,bsyc_svw@163.com,0875-2147666,0875-2811555,99.203091,25.139505,4,1,317,363,96.96,352,10,1.87,上,10,3.32,上,10,4.81,上,10,4.81,上,88.98,323,.82,3
3650702,腾冲英茂腾越汽车销售服务有限公司,4S店,云南省保山市腾冲县腾越镇热海社区观苑小区198号,679100,0875-5152522,/,/,/,0875-5152522,tcty_svw@163.com,/,0875-5152522,98.486815,25.001067,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2651203,楚雄众合盛汽车销售服务有限公司,4S店,云南省楚雄彝族自治州楚雄市鹿城镇河前居委会上三村对面,675000,0878-3854788,/,0878-3853888,0878-3853111,0878-3854788,zhs953633@163.com,0878-3853111,0878-3854788,101.497976,25.072136,3,1,203,220,97.27,214,/,/,空,/,/,空,/,/,空,/,/,空,93.18,205,.45,1
2650301,玉溪金恒汽车销售服务有限公司,4S店,云南省玉溪市红塔区明珠路135号,653100,0877-2665880,/,0877-2665622,0877-2665722,0877-2665880,svw2108@vip.163.com,0877-2665722,0877-2665880,102.533778,24.339474,2,2,869,928,94.71,879,9.94,1.32,上,9.94,2.76,上,9.97,4.53,上,9.86,3.4,上,94.28,875,.32,3
2650903,文山州恒宇工贸有限公司,4S店,云南省文山壮族苗族自治州文山县文山市开化镇新平坝文砚公路旁,663000,0876-2613217,/,0876-2627999,0876-2628999,0876-2613217,wsdyqx@126.com,0876-2628999,0876-2613217,104.286317,23.359916,5,1,510,557,99.28,553,/,/,空,/,/,空,/,/,空,/,/,空,92.28,514,.35,2
2651101,西双版纳众远汽车销售服务有限公司,4S店,云南省西双版纳傣族自治州景洪市景洪工业园区南溪大道5号,666100,0691-2750688,/,0691-2750566,13312706002,0691-2750688,549195038@qq.com,0691-2750577,0691-2750688,100.8003,22.007919,1,1,28,37,94.59,35,10,1.87,上,10,3.32,上,10,4.81,上,10,4.81,上,75.67,28,0,0
2650601,临沧诺众汽车贸易有限公司,4S店,云南省临沧市临翔区茶苑路705号,677000,0883-2169821,重新入网2650600,/,/,0883-2169821,lcnz88@126.com,/,0883-2169821,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3550302,遵义大汇众汽车销售服务有限公司湄潭分公司,专营店,贵州省遵义市湄潭县湄江镇天文大道协育中学,564100,0851-27700521,/,0851-27700511,0851-27700519,0851-27700521,/,0851-27700522,0851-27700521,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3550304,遵义大汇众汽车销售服务有限公司正安分公司,专营店,*,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3550306,贵州省盛欣贸易服务有限公司,专营店,*,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3550303,习水申众汽车销售服务有限公司,专营店,*,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3550305,遵义大汇众汽车销售服务有限公司余庆分公司,专营店,*,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2550302,遵义申众汽车销售服务有限公司,4S店,贵州省遵义市汇川区人民路市政府二小区对面,563003,0852-8639218,/,0852-8634998,0852-8628898,0852-8639218,svw22020@163.com,0852-8628898,0852-8639218,106.927147,27.726367,2,2,994,1089,97.42,1061,10,0,空,10,2.56,上,10,0,空,10,0,空,92.37,1006,.55,6
2550306,遵义市申汇汽车销售服务有限公司,4S店,贵州省遵义市汇川区董公寺镇和平村汇川汽博城上汽大众4S店,563000,0851-28912650,/,0851-28920777,17716643210,0851-28912650,svw2220@163.com,0851-28916800,0851-28912650,106.925132,27.770846,1,1,14,16,100,16,/,/,空,/,/,空,/,/,空,/,/,空,87.5,14,0,0
2550305,遵义大汇众汽车销售服务有限公司,4S店,贵州省遵义市遵义县龙坑镇黔北国际汽博城,563100,0852-7700521,/,0852-7700511,0852-7700519,0852-7700521,svw22140@163.com,0852-7700522,0852-7700521,106.880682,27.61472,1,2,715,765,97.77,748,10,0,空,10,2.56,上,10,0,空,10,0,空,94.77,725,.65,5
3550301,仁怀申众汽车销售服务有限公司,4S店,贵州省遵义仁怀市醉美大道龙汪田,564500,0852-22287949,/,/,/,0852-22287949,zyrhsz@163.com,/,0852-22287949,106.38715,27.78825,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2550603,安顺恒信众和汽车销售服务有限公司,4S店,贵州省安顺市西秀区工业园区,561000,0853-3776296,/,0853-3746888,0853-3746999,0853-3776296,hengxinzhonghe@sina.cn,0853-3746999,0853-3776296,106.008975,26.280239,2,1,199,221,95.92,212,/,/,空,/,/,空,/,/,空,/,/,空,91.85,203,.9,2
2550501,毕节市黔西北汽车城有限公司,4S店,贵州省毕节地区毕节市七星关区梨树镇二堡村,551713,0857-8261799,/,0857-8986000,18285779991,0857-8261799,512253713@qq.com,0857-8986111,0857-8261799,105.38986,27.257883,1,2,639,693,97.83,678,9.85,1.42,下,9.85,1.09,上,9.71,2.85,下,9.85,1.42,下,92.49,641,.14,1
2550104,贵州顺元汽车销售服务有限公司,4S店,贵州省贵阳市南明区沙冲南路78号,550002,0851-3808899,/,0851-3800121,0851-3800126,0851-3808899,svw22010@163.com,0851-3800126,0851-3808899,106.703175,26.544857,4,1,400,421,98.33,414,/,/,空,/,/,空,/,/,空,/,/,空,95.01,400,0,0
2550110,贵州致远利信汽车销售服务有限公司,4S店,贵州省贵阳市小河区中曹司大桥头,550009,0851-3811415,/,0851-3809000,0851-3808000,0851-3811415,svw2550110@163.com,0851-3808000,0851-3811415,106.687856,26.509324,5,1,499,553,97.83,541,10,0,空,9.75,0,空,10,0,空,10,0,空,91.68,507,.72,4
2550112,贵州华通众源汽车贸易服务有限公司,4S店,贵州省贵阳市金阳开发区金阳大道南段118号,550022,0851-4877002,/,0851-4728777,0851-4723111,0851-4877002,svw2110@vip.163.com,0851-4723111,0851-4877002,106.640739,26.596581,1,2,753,800,98.12,785,/,/,空,/,/,空,/,/,空,/,/,空,94.12,753,0,0
2550113,贵州华通华盛汽车贸易服务有限公司,4S店,贵州省贵阳市花溪区孟关乡汽车贸易城内,550026,0851-83960027,/,0851-83960616,0851-88259595,0851-83960027,pwei@vip.163.com,0851-83960851,0851-83960027,106.752961,26.406001,1,1,53,61,98.36,60,/,/,空,/,/,空,/,/,空,/,/,空,90.16,55,1.63,1
2550200,六盘水圣恒汽车贸易有限公司,4S店,贵州省六盘水市钟山区凉都大道老供电局以西,553001,0858-8232718,/,0858-8233555,0858-8942999,0858-8232718,svw0200@163.com,0858-8975099,0858-8232718,104.890427,26.569215,2,1,105,121,100,121,10,0,空,10,2.56,上,10,0,空,10,0,空,86.77,105,0,0
2550203,六盘水恒信众和汽车销售服务有限公司,4S店,贵州省六盘水市水城县双水片区水城大道与以朵大道交叉口南侧,553040,0858-8164555,/,0858-8194666,0858-8194777,0858-8164555,svw22170@163.com,0858-8194777,0858-8164555,104.969499,26.529875,1,1,70,94,92.55,87,/,/,空,/,/,空,/,/,空,/,/,空,78.72,74,2.12,2
2550801,凯里经济开发区佳成汽车销售服务有限公司,4S店,贵州省凯里市经济开发区开元大道,556000,0855-8585310,/,0855-8585191,0855-8552955,0855-8585310,kldazhong@163.com,0855-8552933,0855-8585310,107.879054,26.522273,4,1,397,461,97.39,449,9.5,5,下,9.25,5.12,下,9.25,7.5,下,9.5,5,下,90.02,415,1.95,9
2550900,贵州汇海集团汽车销售服务有限公司,4S店,贵州省黔南布依族苗族自治州都匀市纬八西360米处,558000,0854-8328866,/,0854-8338888,0854-8337777,0854-8328866,gz2550900@163.com,0854-8337777,0854-8328866,107.523175,26.300014,1,1,92,105,94.28,99,10,0,空,10,2.56,上,10,0,空,10,0,空,87.61,92,0,0
2550702,兴义市恒信众和汽车销售服务有限公司,4S店,贵州省黔西南布依族苗族自治州兴义市木贾街道办事处物流园区兴义恒信德龙汽车城上海大众4S店,562400,0859-3775271,/,0859-3734999,0859-3775266,0859-3775271,svw74322130@163.com,0859-3775266,0859-3775271,104.872542,25.120949,2,1,193,217,98.15,213,/,/,空,/,/,空,/,/,空,/,/,空,89.86,195,.46,1
2550404,铜仁恒信众和汽车销售服务有限公司,4S店,贵州省铜仁地区铜仁市万山区谢桥新区塘家寨村火焰塘村民组63号,554300,0856-3528789,/,0856-3234333,0856-3234567,0856-3528789,svw2215@163.com,0856-3234567,0856-3528789,109.171504,27.690732,2,1,121,149,92.61,138,9.6,4,下,9.2,5.64,下,8.4,16,下,8.4,16,下,85.23,127,2.01,3
3530302,桂林博远平乐销售店,专营店,广西桂林市平乐县平乐镇月城街375号,542400,0773-2662600,/,0773-2662988,0773-7885169,0773-2662600,/,0773-7885169,0773-2662600,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3530303,桂林博远全州销售店,专营店,广西桂林市全州县苗圃隔壁,542400,0773-2662600,/,0773-2662988,0773-2662995,0773-2662600,/,0773-2662999,0773-2662600,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2530301,桂林市东明汽车销售服务有限责任公司,4S店,广西桂林市七星区穿山东路39号（技工学校内）,541004,0773-5851522,/,0773-5839980,13907736215,0773-5851522,svw1602@vip.163.com,0773-5829845,0773-5851522,110.323129,25.250538,3,1,287,323,97.21,314,/,/,空,/,/,空,/,/,空,/,/,空,90.09,291,.61,2
2530303,桂林鑫广达博远汽车销售服务有限公司,4S店,广西桂林市灵川县八里街纬七路,541213,0773-2662600,/,0773-2662988,0773-2662999,0773-2662600,glxgdby@163.com,0773-2662999,0773-2662600,110.321518,25.359566,3,1,287,315,98.09,309,/,/,空,/,/,空,/,/,空,/,/,空,91.11,287,0,0
2530110,广西众源汽车销售服务有限公司,4S店,广西南宁市兴宁区秀相大道199号,530023,0771-3810811,/,0771-3113311,0771-3110099,0771-3810811,svw1609@vip.163.com,0771-3110099,0771-3810811,108.362169,22.870481,3,1,220,247,96.35,238,10,0,空,10,2.56,上,10,0,空,8.66,6.3,下,89.06,220,0,0
2530104,广西圣荣汽车销售服务有限公司,4S店,广西南宁市兴宁区望州路306-1号,530001,0771-5626936,/,0771-5654668,0771-5654668,0771-5626936,svw1601@vip.163.com,0771-5643902,0771-5626936,108.340558,22.846316,3,1,254,301,96.67,291,10,0,空,10,2.56,上,10,0,空,10,8.1,上,87.7,264,1.66,5
